,CT_ID_10,NAME10,NAMELSAD10,INTPTLAT10,INTPTLON10,AREA_SQFT,AREA_ACRES,POP100_RE,HU100_RE,units,Poccupied,Pvacant,medyrblt,homeownership,ownmedval,prentocc,grossrent,medincome,ppubassis,pfampov,punemploy,GINI,totalpop,propwhite,propblack,propNA,propasian,proppacisl,propother,proptwoplus,prophisp,propimmigrant,popdens,sexratio,punder18,p18to34,p35to64,p65older,Type,Res,BRA_PD,City_Council,WARD,Police_District,Fire_District
59,25025060101,601.01,Census Tract 601.01,42.3347618,-71.0279302,3181825.6,73.0447,3216,1684,1650,0.955,0.045,1939,0.441,423800,0.542,1375,80281,0.027,0.115,0.059,0.382,3493,0.973,0.005,0,0,0,0,0,0.021,0.042,30602.59,1.103,0.115,0.421,0.358,0.107,R,1,South Boston,2,6,6,6
60,25025060200,602,Census Tract 602,42.3325583,-71.0326799,1833887.31,42.1003,1916,999,1023,0.888,0.112,1939,0.464,425400,0.503,1704,89352,0,0.062,0.14,0.412,2022,0.969,0,0,0.013,0,0,0,0.017,0.063,30735.83,0.929,0.163,0.409,0.351,0.078,R,1,South Boston,2,7,6,6
61,25025060301,603.01,Census Tract 603.01,42.3334669,-71.0369483,2933185.1,67.3367,3076,1647,1641,0.906,0.094,1939,0.48,425400,0.512,1391,86719,0.019,0.052,0.091,0.403,2986,0.977,0.005,0,0,0,0.008,0.001,0.009,0.049,28378.69,1.175,0.054,0.459,0.34,0.146,R,1,South Boston,2,6,6,6
62,25025060400,604,Census Tract 604,42.3323988,-71.0428981,4297519.18,98.6575,4904,2543,2555,0.932,0.068,1939,0.455,409700,0.539,1488,88878,0.005,0.049,0.065,0.407,4925,0.957,0.014,0,0.007,0,0,0.003,0.019,0.047,31946.89,1.248,0.075,0.461,0.326,0.138,R,1,South Boston,2,7,6,6
63,25025060501,605.01,Census Tract 605.01,42.3368686,-71.0382133,4431658.04,101.7369,3571,1942,1928,0.906,0.094,1939,0.464,383600,0.515,1445,96225,0.017,0.043,0.069,0.408,3530,0.886,0.013,0,0.057,0,0,0.002,0.043,0.044,22204.82,1.28,0.092,0.556,0.276,0.076,R,1,South Boston,2,6,6,6
64,25025060600,606,Census Tract 606,42.3495755,-71.0422812,13571977.55,311.5697,2357,1530,1380,0.895,0.105,1990,0.429,374600,0.571,2001,83625,0.018,0,0.094,0.421,2061,0.945,0.002,0,0.028,0,0,0.021,0.004,0.103,4233.225,1.037,0.033,0.498,0.378,0.091,I,0,South Boston,2,6,6,6
65,25025060700,607,Census Tract 607,42.3385217,-71.0539041,1380119.54,31.6832,1893,636,712,0.968,0.032,1979,0,0,1,444,19481,0.039,0.299,0.182,0.49,2121,0.236,0.246,0,0.05,0,0.018,0.02,0.43,0.33,42840.6,1.615,0.335,0.242,0.332,0.091,R,1,South Boston,2,6,6,6
66,25025060800,608,Census Tract 608,42.3354034,-71.0514926,3672689.59,84.3134,3964,2142,2128,0.863,0.137,1939,0.455,336600,0.545,1349,90714,0.054,0.149,0.043,0.301,4200,0.919,0,0.002,0.049,0,0,0.02,0.011,0.077,31878.92,1.826,0.102,0.53,0.289,0.079,R,1,South Boston,2,6,6,6
67,25025061000,610,Census Tract 610,42.3316206,-71.0499171,1862434.17,42.7556,3098,1408,1375,0.964,0.036,1947,0.167,402000,0.814,397,23026,0.103,0.508,0.102,0.411,3354,0.536,0.057,0,0.058,0,0.044,0.03,0.275,0.223,50202.09,1.027,0.315,0.298,0.321,0.065,R,1,South Boston,2,7,6,6
68,25025061101,611.01,Census Tract 611.01,42.3262844,-71.0542968,1778928.98,40.8386,2232,1044,1041,0.938,0.062,1939,0,0,0.996,342,15027,0.1,0.646,0.082,0.491,2192,0.216,0.232,0,0.196,0,0,0.02,0.337,0.327,34348.89,1.546,0.359,0.199,0.347,0.094,P,0,South Boston,2,7,6,6
69,25025061200,612,Census Tract 612,42.3398086,-71.0567242,19820250.56,455.0103,3240,2041,1963,0.951,0.049,1939,0.438,369700,0.544,1588,82702,0.004,0.041,0.082,0.66,3364,0.851,0.031,0,0.065,0,0,0.004,0.05,0.182,4731.345,0.838,0.066,0.562,0.32,0.052,I,0,South Boston,2,6,6,6
70,25025070101,701.01,Census Tract 701.01,42.3524416,-71.0575175,10969123.93,251.8164,5902,3383,3080,0.88,0.12,1978,0.401,784100,0.568,1941,72071,0.011,0.077,0.057,0.621,5494,0.624,0.044,0.005,0.215,0,0.003,0.031,0.078,0.307,13962.23,0.889,0.085,0.483,0.284,0.148,D,0,Central,2,3,1,3
71,25025070200,702,Census Tract 702,42.3496539,-71.0639144,2892950.65,66.413,5218,1690,1850,0.923,0.077,1973,0.059,6e+05,0.937,875,19361,0.06,0.256,0.181,0.454,5324,0.339,0.017,0,0.581,0,0.014,0.024,0.026,0.5,51302.92,1.081,0.086,0.478,0.306,0.13,D,0,Central,2,3,1,4
72,25025070300,703,Census Tract 703,42.3484105,-71.0703571,3617102.88,83.0373,3909,2706,2569,0.941,0.059,1939,0.459,691800,0.504,1642,116875,0.024,0.081,0.068,0.474,4476,0.745,0.01,0,0.146,0,0,0.011,0.088,0.147,34495.87,1.107,0.113,0.407,0.357,0.123,D,0,Central,2,5,4,4
73,25025070402,704.02,Census Tract 704.02,42.3451368,-71.0644405,2880915.51,66.1367,1723,680,705,1,0,1966,0,0,1,509,15616,0.084,0.455,0.084,0.324,1727,0.095,0.121,0.003,0.697,0,0.005,0.037,0.043,0.622,16710.91,1.008,0.164,0.191,0.373,0.272,D,0,South End,2,3,4,4
74,25025070500,705,Census Tract 705,42.3419361,-71.0718235,3199661.22,73.4541,5460,3066,3097,0.924,0.076,1939,0.4,618200,0.6,1180,76336,0.049,0.128,0.09,0.414,6091,0.552,0.032,0,0.235,0,0.002,0.009,0.171,0.205,53066.88,0.883,0.159,0.307,0.429,0.105,R,1,South End,2,3,4,4
75,25025070600,706,Census Tract 706,42.3432584,-71.0753771,1426485.77,32.7476,2240,1309,1396,0.928,0.072,1939,0.568,644800,0.432,1882,94149,0,0,0.22,0.432,2287,0.771,0.026,0,0.114,0,0,0.028,0.061,0.164,44693.38,0.805,0.145,0.376,0.431,0.048,R,1,South End,2,4,4,4
76,25025070700,707,Census Tract 707,42.3458876,-71.0761484,1766562.81,40.5547,2361,1366,1340,0.941,0.059,1939,0.365,739400,0.603,1157,64453,0,0.132,0.086,0.356,2685,0.518,0.245,0,0.113,0.007,0.014,0,0.104,0.13,42369.31,1.241,0.12,0.372,0.422,0.086,R,1,South End,2,4,4,4
77,25025070800,708,Census Tract 708,42.3411487,-71.080985,2092259.14,48.0317,3706,2156,2130,0.965,0.035,1939,0.252,573400,0.748,1077,64338,0.007,0.096,0.27,0.6,3764,0.599,0.189,0.005,0.087,0,0,0.001,0.12,0.255,50150.29,0.676,0.077,0.502,0.358,0.064,R,1,South End,7,4,4,4
78,25025070900,709,Census Tract 709,42.3384283,-71.0781591,1802491.05,41.3795,3329,1798,1831,0.939,0.061,1939,0.34,629700,0.655,1255,53673,0.014,0.192,0.07,0.351,2979,0.544,0.163,0,0.089,0,0,0.033,0.171,0.158,46071.66,0.972,0.096,0.382,0.446,0.077,R,1,South End,7,9,4,4
79,25025071101,711.01,Census Tract 711.01,42.3359561,-71.0727569,3904559.5,89.6364,3753,2185,2203,0.967,0.033,1939,0.244,429100,0.756,1362,42418,0.03,0.188,0.059,0.378,3911,0.433,0.167,0,0.175,0,0.033,0.015,0.177,0.279,27922.57,0.942,0.129,0.434,0.343,0.094,I,0,South End,2,8,4,4
80,25025071201,712.01,Census Tract 712.01,42.3398063,-71.0670729,4329260.48,99.3861,3131,1399,1300,0.969,0.031,1968,0.338,592100,0.662,433,22354,0.063,0.317,0.194,0.508,2931,0.352,0.192,0,0.146,0,0.052,0.016,0.242,0.308,18873.01,0.991,0.243,0.193,0.473,0.09,R,1,South End,2,8,4,4
81,25025080100,801,Census Tract 801,42.3293317,-71.0705291,11047170.59,253.6081,3350,744,733,0.819,0.181,1939,0.335,246600,0.665,877,30882,0.075,0.349,0.09,0.46,2999,0.168,0.503,0.008,0.041,0,0.022,0.034,0.224,0.244,7567.656,0.464,0.129,0.401,0.425,0.044,I,0,Roxbury,7,8,2,7
82,25025080300,803,Census Tract 803,42.3274519,-71.0790504,2893472.78,66.425,1769,791,835,0.895,0.105,1990,0.198,357100,0.794,444,17841,0.096,0.364,0.105,0.407,1685,0.065,0.564,0,0,0,0.001,0.011,0.359,0.193,16233.67,1.762,0.221,0.345,0.386,0.047,R,1,Roxbury,7,8,2,7
83,25025080401,804.01,Census Tract 804.01,42.3321186,-71.0808985,4740788.83,108.8335,2710,1249,1343,0.928,0.072,1976,0.144,296300,0.856,444,16300,0.157,0.472,0.078,0.438,2514,0.061,0.506,0.012,0.054,0,0.003,0.026,0.338,0.192,14782.53,1.739,0.32,0.246,0.314,0.119,R,1,Roxbury,7,8,2,7
84,25025080500,805,Census Tract 805,42.3356824,-71.0825418,2643088.91,60.677,3096,1323,1346,0.871,0.129,1971,0.02,550000,0.969,524,19841,0.049,0.416,0.043,0.43,2629,0.053,0.431,0,0.021,0,0.036,0.035,0.423,0.321,27727.65,1.171,0.269,0.264,0.376,0.091,R,1,South End,7,9,4,4
85,25025080601,806.01,Census Tract 806.01,42.3333666,-71.0880449,6029101.2,138.4091,4271,920,921,0.929,0.071,1982,0.107,161100,0.887,901,22209,0.103,0.376,0.055,0.422,3365,0.456,0.217,0,0.12,0,0.001,0.012,0.193,0.236,15558.52,1.207,0.137,0.666,0.168,0.029,R,1,Roxbury,7,9,2,9
86,25025080801,808.01,Census Tract 808.01,42.3346057,-71.0962095,3925348.89,90.1136,3885,946,916,0.987,0.013,1992,0.021,802100,0.979,479,15603,0.15,0.505,0.088,0.423,3433,0.271,0.262,0,0.113,0,0.012,0.006,0.337,0.213,24380.12,1.033,0.175,0.547,0.217,0.06,I,0,Jamaica Plain,7,4,2,9
87,25025080900,809,Census Tract 809,42.3323459,-71.1016908,2762558.85,63.4196,4008,1776,1653,0.866,0.134,1961,0.11,568000,0.89,1633,35368,0,0,0.059,0.438,3431,0.618,0.119,0,0.191,0,0.008,0.019,0.045,0.265,34621.7,1.105,0.072,0.716,0.115,0.098,I,0,Jamaica Plain,8,10,2,9
88,25025081001,810.01,Census Tract 810.01,42.3345666,-71.1068303,6011081.99,137.9955,4890,2287,2317,0.912,0.088,1970,0.064,311500,0.918,849,23180,0.056,0.284,0.059,0.43,4475,0.468,0.156,0,0.2,0,0.002,0.02,0.155,0.271,20752.81,1.032,0.135,0.503,0.238,0.124,I,0,Jamaica Plain,8,10,2,9
89,25025081100,811,Census Tract 811,42.3283906,-71.1074808,5337204.78,122.5254,4091,1781,1760,0.97,0.03,1963,0.223,277300,0.751,1460,46941,0.004,0.106,0.075,0.381,4589,0.57,0.17,0,0.112,0,0,0.018,0.131,0.218,23968.55,0.841,0.097,0.542,0.228,0.133,R,1,Jamaica Plain,8,10,2,9
90,25025081200,812,Census Tract 812,42.3244316,-71.1038626,3039251.67,69.7716,3265,1232,1234,0.928,0.072,1952,0.146,337000,0.854,380,22466,0.164,0.512,0.102,0.421,3533,0.126,0.368,0,0.024,0,0,0.027,0.454,0.29,32405.35,1.384,0.333,0.337,0.247,0.083,R,1,Jamaica Plain,6,10,13,9
91,25025081300,813,Census Tract 813,42.319327,-71.0976901,6246271.61,143.3947,4760,2111,2173,0.965,0.035,1970,0.062,279200,0.923,674,20637,0.103,0.214,0.118,0.373,5135,0.122,0.344,0.003,0.03,0,0.025,0.027,0.448,0.332,22916.97,0.975,0.264,0.289,0.293,0.154,R,1,Roxbury,7,11,13,9
92,25025081400,814,Census Tract 814,42.3277602,-71.0937549,6678367.07,153.3142,3003,1462,1362,0.855,0.145,1939,0.311,374800,0.689,1319,45978,0,0.139,0.098,0.401,2707,0.344,0.509,0,0.023,0,0,0.022,0.102,0.093,11299.46,0.857,0.116,0.501,0.279,0.105,R,1,Roxbury,7,9,2,9
93,25025081500,815,Census Tract 815,42.3207186,-71.0929141,3619583.13,83.0942,2134,905,892,0.901,0.099,1939,0.351,278400,0.649,935,31786,0.137,0.255,0.063,0.406,2073,0.078,0.623,0,0.03,0,0,0.014,0.256,0.277,15965.38,1.107,0.207,0.282,0.416,0.095,R,1,Roxbury,7,11,2,9
94,25025081700,817,Census Tract 817,42.3226962,-71.086034,6819156.25,156.5463,3820,1599,1663,0.84,0.16,1966,0.181,316100,0.819,601,22950,0.064,0.382,0.041,0.437,3453,0.037,0.69,0.005,0.031,0,0,0.042,0.195,0.085,14115.75,1.219,0.362,0.159,0.357,0.122,R,1,Roxbury,7,12,2,9
95,25025081800,818,Census Tract 818,42.3203184,-71.0800303,4024571.84,92.3915,2898,1388,1410,0.82,0.18,1939,0.368,313700,0.612,1011,40809,0.084,0.343,0.065,0.424,3147,0.019,0.667,0.002,0,0,0.011,0.038,0.264,0.261,21797.96,1.506,0.283,0.26,0.366,0.091,R,1,Roxbury,7,12,2,7
96,25025081900,819,Census Tract 819,42.3154742,-71.089652,4664571.96,107.0838,3115,1397,1493,0.82,0.18,1939,0.184,262500,0.785,943,35432,0.082,0.254,0.045,0.365,2883,0.001,0.723,0,0,0,0,0.001,0.276,0.171,17229.34,1.118,0.244,0.331,0.316,0.108,R,1,Roxbury,7,12,2,9
97,25025082000,820,Census Tract 820,42.3137479,-71.0839483,4220856.09,96.8975,2815,1278,1326,0.867,0.133,1939,0.285,336200,0.674,876,43375,0.067,0.245,0.052,0.409,2865,0.029,0.862,0,0.011,0,0,0,0.098,0.154,18921.75,1.219,0.183,0.246,0.446,0.125,R,1,Roxbury,7,12,2,9
98,25025082100,821,Census Tract 821,42.3094485,-71.0872292,3988567.24,91.5649,5025,2117,2166,0.916,0.084,1941,0.137,408200,0.863,465,20125,0.14,0.423,0.091,0.576,5005,0.011,0.652,0,0,0,0.007,0.012,0.318,0.268,34980.29,1.365,0.338,0.271,0.292,0.099,R,1,Roxbury,7,12,2,9
99,25025090100,901,Census Tract 901,42.3023757,-71.0820198,4811070.98,110.447,4571,1863,1968,0.935,0.065,1939,0.261,365600,0.716,932,33333,0.094,0.167,0.239,0.429,4954,0.039,0.726,0,0.011,0,0.034,0.017,0.173,0.325,28704.77,1.121,0.281,0.271,0.364,0.084,R,1,Roxbury,4,14,3,7
100,25025090200,902,Census Tract 902,42.3071378,-71.0790559,2945580.09,67.6212,2233,830,855,0.938,0.062,1973,0.138,426600,0.844,614,20942,0.08,0.372,0.05,0.362,2453,0.002,0.521,0,0.033,0.008,0.037,0.003,0.397,0.38,23214.88,1.25,0.332,0.259,0.321,0.088,R,1,Roxbury,4,14,2,7
101,25025090300,903,Census Tract 903,42.3109366,-71.076505,4094225.77,93.9905,3179,1268,1283,0.832,0.168,1939,0.208,360700,0.792,682,26684,0.196,0.408,0.052,0.421,3176,0.002,0.582,0.049,0,0,0.041,0.017,0.308,0.235,21624.43,1.468,0.291,0.295,0.339,0.074,R,1,Roxbury,4,14,2,7
102,25025090400,904,Census Tract 904,42.3171635,-71.0747098,4575787.71,105.0456,3659,1294,1287,0.872,0.128,1952,0.316,215000,0.676,789,32851,0.154,0.244,0.09,0.345,3665,0.012,0.604,0,0.01,0,0.028,0.039,0.307,0.316,22327.75,1.086,0.301,0.335,0.259,0.106,R,1,Roxbury,7,13,2,7
103,25025090600,906,Census Tract 906,42.3229604,-71.0722753,3246866.13,74.5378,2348,793,798,0.87,0.13,1939,0.34,339300,0.646,1333,47750,0.02,0.316,0.086,0.316,2163,0.021,0.574,0.012,0,0,0.209,0.02,0.165,0.399,18570.81,1.23,0.332,0.242,0.344,0.082,I,0,Roxbury,7,8,2,7
104,25025090700,907,Census Tract 907,42.324131,-71.0600285,11544136.43,265.0169,4275,1990,1977,0.878,0.122,1939,0.349,335200,0.625,1259,53194,0.038,0.233,0.076,0.399,4172,0.59,0.098,0,0.21,0,0.024,0,0.078,0.362,10074.33,0.832,0.171,0.309,0.426,0.093,I,0,North Dorchester,2,7,6,6
105,25025090901,909.01,Census Tract 909.01,42.3170979,-71.0445333,12625816.75,289.8489,3730,1640,1670,0.881,0.119,1986,0,0,1,1500,23224,0.071,0.373,0.136,0.402,3826,0.231,0.197,0.004,0.258,0,0,0.031,0.279,0.443,8447.375,0.914,0.197,0.554,0.209,0.041,I,0,North Dorchester,3,13,6,7
106,25025091001,910.01,Census Tract 910.01,42.3082694,-71.0516795,12771750.15,293.199,2742,1315,1313,0.947,0.053,1939,0.465,307600,0.492,1057,59103,0.042,0.123,0.167,0.446,2811,0.522,0.156,0,0.269,0,0.019,0.009,0.025,0.367,6135.457,0.947,0.174,0.309,0.42,0.097,I,0,North Dorchester,3,13,11,7
107,25025091100,911,Census Tract 911,42.315641,-71.0555949,4562470.46,104.7399,4861,1966,1899,0.838,0.162,1939,0.39,321700,0.559,1267,54413,0.093,0.267,0.14,0.385,4842,0.5,0.083,0,0.267,0,0.072,0.012,0.065,0.366,29584.22,1.18,0.256,0.309,0.348,0.087,R,1,North Dorchester,3,13,11,7
108,25025091200,912,Census Tract 912,42.3163259,-71.0622198,3483077.78,79.9605,3234,1239,1216,0.866,0.134,1939,0.348,389500,0.612,1090,64952,0.032,0.211,0.057,0.389,2936,0.435,0.179,0,0.061,0,0.098,0.065,0.161,0.235,23497.91,0.858,0.214,0.413,0.312,0.061,R,1,North Dorchester,3,13,11,7
109,25025091300,913,Census Tract 913,42.3199357,-71.0668701,2825980.81,64.8756,2499,868,845,0.811,0.189,1939,0.164,321200,0.818,1152,31760,0.093,0.282,0.098,0.404,2241,0.069,0.411,0,0.07,0,0.225,0.021,0.203,0.398,22106.04,0.92,0.281,0.282,0.331,0.106,R,1,North Dorchester,7,7,2,7
110,25025091400,914,Census Tract 914,42.3152689,-71.0698538,3498284.33,80.3096,2741,939,974,0.884,0.116,1955,0.325,277900,0.646,818,26339,0.021,0.315,0.083,0.436,2197,0.091,0.459,0.002,0.038,0,0.048,0.017,0.345,0.263,17507.24,1.137,0.181,0.313,0.423,0.084,R,1,North Dorchester,7,13,2,7
111,25025091500,915,Census Tract 915,42.3114941,-71.0643707,4350093.55,99.8644,4370,1653,1759,0.885,0.115,1939,0.285,339900,0.693,1242,43700,0.1,0.176,0.063,0.394,4992,0.071,0.45,0.005,0.066,0,0.26,0.021,0.127,0.462,31989.88,1.219,0.308,0.244,0.36,0.087,R,1,North Dorchester,3,15,11,7
112,25025091600,916,Census Tract 916,42.3060364,-71.0611894,3365584.51,77.2632,3138,1165,1218,0.941,0.059,1939,0.244,312500,0.756,1163,39115,0.106,0.191,0.08,0.461,3807,0.14,0.375,0,0.299,0,0.023,0.006,0.157,0.363,31532.29,1.014,0.313,0.287,0.302,0.097,R,1,South Dorchester,3,15,11,7
113,25025091700,917,Census Tract 917,42.3036111,-71.0659136,3114052.12,71.4888,3069,1050,1063,0.877,0.123,1939,0.351,300500,0.644,1360,48650,0.071,0.18,0.07,0.389,3330,0.065,0.48,0.001,0.007,0,0.103,0.024,0.319,0.342,29809.59,1.167,0.289,0.344,0.314,0.053,R,1,South Dorchester,3,15,11,7
114,25025091800,918,Census Tract 918,42.3073664,-71.0705167,4650342.47,106.7572,3452,1214,1222,0.866,0.134,1939,0.366,240400,0.598,1269,47083,0.135,0.255,0.073,0.432,3442,0.04,0.57,0,0.006,0,0.123,0.032,0.228,0.311,20633.06,1.316,0.276,0.34,0.294,0.09,R,1,South Dorchester,4,15,11,7
115,25025091900,919,Census Tract 919,42.3008408,-71.0755308,5187639.74,119.0918,3860,1380,1416,0.838,0.162,1943,0.427,295200,0.553,1326,42067,0.101,0.215,0.09,0.363,4102,0.055,0.702,0.004,0,0,0.009,0.007,0.223,0.374,22042.45,1.145,0.257,0.255,0.395,0.093,R,1,South Dorchester,4,14,11,7
116,25025092000,920,Census Tract 920,42.2996758,-71.0675668,5271120.79,121.0083,4945,1693,1702,0.922,0.078,1939,0.278,326300,0.707,1176,48125,0.054,0.196,0.675,0,5314,0.052,0.537,0.004,0.086,0,0.013,0.032,0.277,0.368,28103.24,1.177,0.288,0.276,0.346,0.09,R,1,South Dorchester,4,15,11,7
117,25025092101,921.01,Census Tract 921.01,42.2979499,-71.0541278,13905650.86,319.2298,6451,2454,2548,0.856,0.144,1939,0.39,298300,0.587,1204,47449,0.091,0.206,0.052,0.436,6767,0.239,0.135,0,0.461,0,0.023,0.066,0.077,0.432,13565.72,1.241,0.199,0.307,0.407,0.087,R,1,South Dorchester,3,16,11,7
118,25025092200,922,Census Tract 922,42.2950231,-71.0661698,6256656.21,143.6331,3349,1227,1271,0.808,0.192,1939,0.426,451200,0.526,1194,48988,0.038,0.191,0.045,0.395,2890,0.218,0.491,0.017,0.072,0,0.028,0.015,0.161,0.34,12876.34,0.815,0.193,0.281,0.443,0.083,R,1,South Dorchester,4,17,11,8
119,25025092300,923,Census Tract 923,42.2939435,-71.0750607,3691503.3,84.7453,2893,1077,1157,0.89,0.11,1939,0.359,339700,0.585,1122,38321,0.078,0.198,0.102,0.411,3167,0.032,0.835,0,0.003,0,0.005,0.008,0.117,0.262,23915.78,0.892,0.273,0.257,0.367,0.103,R,1,South Dorchester,4,17,3,8
120,25025092400,924,Census Tract 924,42.2960418,-71.0849877,6393422.53,146.7728,5277,2065,2176,0.918,0.082,1945,0.176,329900,0.824,1043,32554,0.136,0.256,0.085,0.384,5905,0.04,0.637,0.005,0.007,0,0.008,0,0.303,0.309,25746.84,1.076,0.294,0.3,0.355,0.051,R,1,Roxbury,4,14,3,8
121,25025100100,1001,Census Tract 1001,42.2902498,-71.0873027,11170897.96,256.4485,5510,2047,2097,0.896,0.104,1955,0.193,268000,0.796,510,27840,0.084,0.317,0.087,0.39,6189,0.03,0.628,0.004,0.015,0,0.017,0.019,0.287,0.329,15457.34,1.219,0.363,0.257,0.305,0.076,P,0,Mattapan,4,14,3,8
122,25025100200,1002,Census Tract 1002,42.2848004,-71.0857215,3773472.45,86.627,2787,1013,1043,0.793,0.207,1939,0.457,317400,0.511,1187,50859,0.083,0.084,0.112,0.408,2680,0.018,0.854,0.004,0.015,0,0,0.01,0.1,0.18,19798.42,1.384,0.258,0.276,0.385,0.082,R,1,Mattapan,4,14,3,8
123,25025100300,1003,Census Tract 1003,42.2827979,-71.0797972,5294161.33,121.5372,3303,1262,1336,0.879,0.121,1939,0.413,244100,0.564,1280,43750,0.101,0.169,0.102,0.408,3606,0.017,0.797,0,0,0,0.01,0.012,0.164,0.27,18987.39,0.946,0.292,0.223,0.387,0.098,R,1,Mattapan,4,17,3,8
124,25025100400,1004,Census Tract 1004,42.281787,-71.0708447,6739591.92,154.7197,4865,1830,1916,0.888,0.112,1939,0.421,317400,0.579,1295,57531,0.048,0.154,0.052,0.411,4617,0.118,0.717,0,0.05,0,0.002,0.016,0.096,0.334,19096.92,1.268,0.22,0.249,0.402,0.13,R,1,South Dorchester,3,17,11,8
125,25025100500,1005,Census Tract 1005,42.2882344,-71.0707474,9244789.61,212.2312,5989,2383,2434,0.813,0.187,1939,0.362,409800,0.638,1150,52596,0.098,0.138,0.035,0.482,5672,0.073,0.616,0.009,0.074,0,0.003,0.016,0.209,0.31,17103.11,1.187,0.249,0.252,0.412,0.087,R,1,South Dorchester,4,17,11,8
126,25025100601,1006.01,Census Tract 1006.01,42.2908491,-71.0562794,5947564.59,136.5373,5154,2192,2263,0.851,0.149,1939,0.44,287500,0.532,1300,52841,0.061,0.064,0.045,0.404,4954,0.404,0.236,0.002,0.208,0,0.008,0.062,0.079,0.305,23219.6,0.972,0.203,0.306,0.404,0.087,R,1,South Dorchester,3,16,11,8
127,25025100603,1006.03,Census Tract 1006.03,42.2915512,-71.0413191,9541179.81,219.0353,1904,840,872,0.907,0.093,1943,0.507,300500,0.461,1070,65938,0.057,0.037,0.064,0.342,2023,0.643,0.174,0.003,0.115,0,0.01,0.034,0.02,0.209,5910.58,0.981,0.111,0.29,0.413,0.186,R,1,South Dorchester,3,16,11,8
128,25025100700,1007,Census Tract 1007,42.2826719,-71.0479602,13058453.75,299.7808,4322,1975,1962,0.946,0.054,1939,0.589,366800,0.411,1251,70000,0.014,0.045,0.132,0.484,4358,0.906,0.037,0,0.02,0,0.009,0.011,0.017,0.103,9375.682,1.091,0.201,0.308,0.331,0.16,R,1,South Dorchester,3,16,11,8
129,25025100800,1008,Census Tract 1008,42.277192,-71.0638243,19049295.24,437.3116,5546,2702,2724,0.947,0.053,1939,0.488,302800,0.503,1206,67191,0.057,0.066,0.123,0.41,6601,0.439,0.347,0,0.117,0,0.006,0.027,0.064,0.258,9682.113,1.274,0.24,0.223,0.42,0.117,P,0,South Dorchester,3,16,11,8
130,25025100900,1009,Census Tract 1009,42.2740065,-71.0742308,10776155.25,247.3865,4072,1729,1753,0.942,0.058,1939,0.483,317500,0.505,1292,56019,0.024,0.127,0.098,0.489,4297,0.234,0.511,0,0.113,0,0,0.046,0.096,0.297,11647.55,1.212,0.22,0.181,0.488,0.111,R,1,Mattapan,3,17,3,8
131,25025101001,1010.01,Census Tract 1010.01,42.2718109,-71.0999859,14014997.85,321.7401,5480,2266,2382,0.911,0.089,1939,0.49,292900,0.427,1184,54688,0.023,0.129,0.06,0.401,5949,0.014,0.897,0,0.003,0,0,0,0.086,0.477,11886.17,1.198,0.191,0.204,0.487,0.117,R,1,Mattapan,5,18,3,8
132,25025101002,1010.02,Census Tract 1010.02,42.2740572,-71.0853267,12588331.04,288.9883,4979,2149,2112,0.865,0.135,1954,0.308,269000,0.67,1101,35490,0.049,0.13,0.209,0.472,4767,0.04,0.73,0,0,0,0.019,0.021,0.189,0.315,10595.9,1.366,0.26,0.207,0.37,0.163,R,1,Mattapan,4,18,3,8
133,25025101101,1011.01,Census Tract 1011.01,42.2826649,-71.0950819,4087498.72,93.8361,3155,1160,1226,0.843,0.157,1939,0.446,304300,0.512,1340,52898,0.061,0.115,0.069,0.407,3402,0.034,0.805,0,0,0,0,0.005,0.155,0.366,23201.37,1.024,0.27,0.289,0.333,0.108,R,1,Mattapan,4,14,3,8
134,25025101102,1011.02,Census Tract 1011.02,42.2787961,-71.0920462,6040704.52,138.6755,4396,1672,1760,0.877,0.123,1939,0.229,310700,0.763,1230,35893,0.079,0.272,0.059,0.375,4820,0.021,0.83,0,0.011,0,0,0.027,0.111,0.34,22242.99,1.099,0.293,0.291,0.311,0.105,R,1,Mattapan,4,18,3,8
135,25025110103,1101.03,Census Tract 1101.03,42.2961825,-71.1157388,10064472.96,231.0485,5460,2353,2395,0.959,0.041,1939,0.401,337300,0.599,1179,66735,0.066,0.205,0.063,0.391,5896,0.425,0.206,0,0.066,0,0,0.022,0.281,0.27,16330.62,1.186,0.214,0.379,0.346,0.061,R,1,Roslindale,6,19,13,12
136,25025110201,1102.01,Census Tract 1102.01,42.280496,-71.1170508,3747839.93,86.0386,2051,874,899,0.952,0.048,1941,0.425,324400,0.564,1078,51316,0.039,0.103,0.113,0.416,2130,0.2,0.52,0,0.004,0,0.011,0.039,0.225,0.227,15843.04,1.216,0.239,0.251,0.407,0.103,P,0,Roslindale,5,18,18,12
137,25025110301,1103.01,Census Tract 1103.01,42.2868052,-71.1132775,8803506.22,202.1007,2405,955,958,0.93,0.07,1939,0.685,324700,0.277,1294,72435,0.034,0.056,0.101,0.401,2541,0.398,0.176,0.017,0.012,0,0.009,0.026,0.361,0.274,8046.125,0.968,0.199,0.245,0.485,0.07,R,1,Roslindale,5,18,18,12
138,25025110401,1104.01,Census Tract 1104.01,42.2864332,-71.1225529,5623201.08,129.0909,3566,1362,1386,0.975,0.025,1939,0.431,320700,0.569,1133,53276,0.072,0.142,0.076,0.458,3692,0.303,0.284,0,0.061,0,0,0.011,0.342,0.329,18302.75,1.13,0.231,0.306,0.381,0.082,R,1,Roslindale,5,19,5,12
